2015,ICME,IEEE International Conference on Multimedia & Expo,B,Computer Graphics and Multimedia,,,
2015,PG,Pacific Graphics: The Pacific Conference on Computer Graphics and Applications,B,Computer Graphics and Multimedia,,,
2015,SPM,Symposium on Solid and Physical Modeling,B,Computer Graphics and Multimedia,,,
2015,ICASSP,"IEEE International Conference on Acoustics, Speech and SP",B,Computer Graphics and Multimedia,,,
2015,CASA,Computer Animation and Social Agents,C,Computer Graphics and Multimedia,,,
2015,CGI,Computer Graphics International,C,Computer Graphics and Multimedia,,,
2015,ISMAR,International Symposium on Mixed and Augmented Reality,C,Computer Graphics and Multimedia,,,
2015,PacificVis,IEEE Pacific Visualization Symposium,C,Computer Graphics and Multimedia,,,
2015,ICIP,International Conference on Image Processing,C,Computer Graphics and Multimedia,,,
2015,MMM,International Conference on Multimedia Modeling,C,Computer Graphics and Multimedia,,,
2015,GMP,Geometric Modeling and Processing,C,Computer Graphics and Multimedia,,,
2015,PCM,Pacific-Rim Conference on Multimedia,C,Computer Graphics and Multimedia,,,
2015,SMI,Shape Modeling International,C,Computer Graphics and Multimedia,,,
2015,Interspeech,Conference of the International Speech Communication Association,C,Computer Graphics and Multimedia,,,
2015,VRST,Virtual Reality Software and Technology,C,Computer Graphics and Multimedia,,,
2015,MOBICOM,ACM International Conference on Mobile Computing and Networking,A,Computer Network,,,
2015,SIGCOMM,"ACM International Conference on the applications, technologies, architectures, and protocols for computer communication",A,Computer Network,,,
2015,INFOCOM,IEEE International Conference on Computer Communications,A,Computer Network,,,
2015,SenSys,ACM Conference on Embedded Networked Sensor Systems,B,Computer Network,,,
2015,CoNEXT,ACM International Conference on emerging Networking EXperiments and Technologies,B,Computer Network,,,
2015,SECON,IEEE Communications Society Conference on Sensor and Ad Hoc Communications and Networks,B,Computer Network,,,
2015,IPSN,International Conference on Information Processing in Sensor Networks,B,Computer Network,,,
2015,ICNP,International Conference on Network Protocols,B,Computer Network,,,
2015,MobiHoc,International Symposium on Mobile Ad Hoc Networking and Computing,B,Computer Network,,,
2015,MobiSys,"International Conference on Mobile Systems, Applications, and Services",B,Computer Network,,,
2015,IWQoS,International Workshop on Quality of Service,B,Computer Network,,,
2015,IMC,Internet Measurement Conference,B,Computer Network,,,
2015,NOSSDAV,Network and Operating System Support for Digital Audio and Video,B,Computer Network,,,
2015,NSDI,Symposium on Network System Design and Implementation,B,Computer Network,,,
2015,ANCS,Architectures for Networking and Communications Systems,C,Computer Network,,,
2015,FORTE,Formal Techniques for Networked and Distributed Systems,C,Computer Network,,,
2015,LCN,IEEE Conference on Local Computer Networks,C,Computer Network,,,
2015,Globecom,"IEEE Global Communications Conference, incorporating the Global Internet Symposium",C,Computer Network,,,
2015,ICC,IEEE International Conference on Communications,C,Computer Network,,,
2015,ICCCN,IEEE International Conference on Computer Communications and Networks,C,Computer Network,,,
2015,MASS,IEEE International Conference on Mobile Ad hoc and Sensor Systems,C,Computer Network,,,
2015,P2P,IEEE International Conference on P2P Computing,C,Computer Network,,,
2015,IPCCC,IEEE International Performance Computing and Communications Conference,C,Computer Network,,,
2015,WoWMoM,IEEE International Symposium on a World of Wireless Mobile and Multimedia Networks,C,Computer Network,,,
2015,ISCC,IEEE Symposium on Computers and Communications,C,Computer Network,,,
2015,WCNC,IEEE Wireless Communications & Networking Conference,C,Computer Network,,,
2015,Networking,IFIP International Conferences on Networking,C,Computer Network,,,
2015,IM,IFIP/IEEE International Symposium on Integrated Network Management,C,Computer Network,,,
2015,MSWiM,"International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",C,Computer Network,,,
2015,NOMS,Asia-Pacific Network Operations and Management Symposium,C,Computer Network,,,
2015,HotNets,The Workshop on Hot Topics in Networks,C,Computer Network,,,
2015,WASA,"International Conference on Wireless Algorithms, Systems, and Applications",C,Computer Network,,,
2015,STOC,ACM Symposium on Theory of Computing ACM,A,Computer Science Theory,,,
2015,FOCS,IEEE Symposium on Foundations of Computer Science,A,Computer Science Theory,,,
2015,LICS,IEEE Symposium on Logic in Computer Science,A,Computer Science Theory,,,
2015,CAV,Computer Aided Verification,A,Computer Science Theory,,,
2015,SoCG,ACM Symposium on Computational Geometry,B,Computer Science Theory,,,
2015,SODA,ACM-SIAM Symposium on Discrete Algorithms,B,Computer Science Theory,,,
2015,CADE/IJCAR,Conference on Automated Deduction/The International Joint Conference on Automated Reasoning,B,Computer Science Theory,,,
2015,CCC,IEEE Conference on Computational Complexity,B,Computer Science Theory,,,
2015,ICALP,"International Colloquium on Automata, Languages and Programming",B,Computer Science Theory,,,
2015,CONCUR,International Conference on Concurrency Theory,B,Computer Science Theory,,,
2015,HSCC,International Conference on Hybrid Systems: Computation and Control,B,Computer Science Theory,,,
2015,ESA,European Symposium on Algorithms,B,Computer Science Theory,,,
2015,CSL,Computer Science Logic,C,Computer Science Theory,,,
2015,FSTTCS,Foundations of Software Technology and Theoretical Computer Science,C,Computer Science Theory,,,
2015,IPCO,International Conference on Integer Programming and Combinatorial Optimization,C,Computer Science Theory,,,
2015,RTA,International Conference on Rewriting Techniques and Applications,C,Computer Science Theory,,,
2015,ISAAC,International Symposium on Algorithms and Computation,C,Computer Science Theory,,,
2015,MFCS,Mathematical Foundations of Computer Science,C,Computer Science Theory,,,
2015,STACS,Symposium on Theoretical Aspects of Computer Science,C,Computer Science Theory,,,
2015,FMCAD,Formal Method in Computer-Aided Design,C,Computer Science Theory,,,
2015,SAT,Theory and Applications of Satisfiability Testing,C,Computer Science Theory,,,
2015,ICTAC,International Colloquium on Theoretical Aspects of Computing,C,Computer Science Theory,,,
2015,ASPLOS,Architectural Support for Programming Languages and Operating Systems,A,Computer System and High Performance Computing,,,
2015,FAST,Conference on File and Storage Technologies,A,Computer System and High Performance Computing,,,
2015,HPCA,High-Performance Computer Architecture,A,Computer System and High Performance Computing,,,
2015,MICRO,MICRO,A,Computer System and High Performance Computing,,,
2015,ISCA,International Symposium on Computer Architecture,A,Computer System and High Performance Computing,,,
2015,SC,"International Conference for High Performance Computing, Networking, Storage, and Analysis",A,Computer System and High Performance Computing,,,
2015,PPoPP,Principles and Practice of Parallel Programming,A,Computer System and High Performance Computing,,,
2015,USENIX ATC,USENIX Annul Technical Conference,A,Computer System and High Performance Computing,,,
2015,HOT CHIPS,A Symposium on High Performance Chips,B,Computer System and High Performance Computing,,,
2015,SPAA,ACM Symposium on Parallelism in Algorithms and Architectures,B,Computer System and High Performance Computing,,,
2015,PODC,ACM Symposium on Principles of Distributed Computing,B,Computer System and High Performance Computing,,,
2015,CGO,Code Generation and Optimization,B,Computer System and High Performance Computing,,,
2015,DAC,Design Automation Conference,B,Computer System and High Performance Computing,,,
2015,DATE,"Design, Automation & Test in Europe Conference",B,Computer System and High Performance Computing,,,
2015,EuroSys,EuroSys,B,Computer System and High Performance Computing,,,
2015,HPDC,High-Performance Distributed Computing,B,Computer System and High Performance Computing,,,
2015,ICCD,International Conference on Computer Design,B,Computer System and High Performance Computing,,,
2015,ICCAD,International Conference on Computer-Aided Design,B,Computer System and High Performance Computing,,,
2015,ICDCS,International Conference on Distributed Computing Systems,B,Computer System and High Performance Computing,,,
2015,HiPEAC,International Conference on High Performance and Embedded Architectures and Compilers,B,Computer System and High Performance Computing,,,
2015,SIGMETRICS,International Conference on Measurement and Modeling of Computer Systems,B,Computer System and High Performance Computing,,,
2015,ICPP,International Conference on Parallel Processing,B,Computer System and High Performance Computing,,,
2015,ICS,International Conference on Supercomputing,B,Computer System and High Performance Computing,,,
2015,IPDPS,International Parallel & Distributed Processing Symposium,B,Computer System and High Performance Computing,,,
2015,FPGA,ACM/SIGDA International Symposium on Field-Programmable Gate Arrays,B,Computer System and High Performance Computing,,,
2015,Performance,"International Symposium on Computer Performance, Modeling, Measurements and Evaluation",B,Computer System and High Performance Computing,,,
2015,LISA,Large Installation system Administration Conference,B,Computer System and High Performance Computing,,,
2015,MSST,Mass Storage Systems and Technologies,B,Computer System and High Performance Computing,,,
2015,PACT,Parallel Architectures and Compilation Techniques,B,Computer System and High Performance Computing,,,
2015,RTAS,Real-Time and Embedded Technology and Applications Symposium,B,Computer System and High Performance Computing,,,
2015,VEE,Virtual Execution Environments,B,Computer System and High Performance Computing,,,
2015,SOCC,ACM Symposium on Cloud Computing,B,Computer System and High Performance Computing,,,
2015,CODES+ISSS,International Conference on Hardware/Software Codesign & System Synthesis,B,Computer System and High Performance Computing,,,
2015,ITC,International Test Conference,B,Computer System and High Performance Computing,,,
2015,CF,ACM International Conference on Computing Frontiers,C,Computer System and High Performance Computing,,,
2015,NOCS,ACM/IEEE International Symposium on Networks-on-Chip,C,Computer System and High Performance Computing,,,
2015,ASP-DAC,Asia and South Pacific Design Automation Conference,C,Computer System and High Performance Computing,,,
2015,ASAP,"Application-Specific Systems, Architectures, and Processors",C,Computer System and High Performance Computing,,,
2015,CLUSTER,Cluster Computing,C,Computer System and High Performance Computing,,,
2015,CCGRID,Cluster Computing and the Grid,C,Computer System and High Performance Computing,,,
2015,Euro-Par,European Conference on Parallel and Distributed Computing,C,Computer System and High Performance Computing,,,
2015,ETS,European Test Symposium,C,Computer System and High Performance Computing,,,
2015,FPL,Field Programmable Logic and Applications,C,Computer System and High Performance Computing,,,
2015,FCCM,Field-Programmable Custom Computing Machines,C,Computer System and High Performance Computing,,,
2015,GLSVLSI,Great Lakes Symposium on VLSI Systems,C,Computer System and High Performance Computing,,,
2015,HPCC,IEEE International Conference on High Performance Computing and Communications,C,Computer System and High Performance Computing,,,
2015,MASCOTS,"IEEE International Symposium on Modeling, Analysis, and Simulation of Computer and Telecommunication Systems",C,Computer System and High Performance Computing,,,
2015,NPC,IFIP International Conference on Network and Parallel,C,Computer System and High Performance Computing,,,
2015,ICA3PP,International Conference on Algorithms and Architectures for Parallel Processing,C,Computer System and High Performance Computing,,,
2015,CASES,"International Conference on Compilers, Architectures, and Synthesis for Embedded Systems",C,Computer System and High Performance Computing,,,
2015,FPT,International Conference on Field-Programmable Technology,C,Computer System and High Performance Computing,,,
2015,HiPC,International Conference on High Performance Computing,C,Computer System and High Performance Computing,,,
2015,ICPADS,International Conference on Parallel and Distributed Systems,C,Computer System and High Performance Computing,,,
2015,ISCAS,International Symposium on Circuits and Systems,C,Computer System and High Performance Computing,,,
2015,ISLPED,International Symposium on Low Power Electronics and Design,C,Computer System and High Performance Computing,,,
2015,ISPD,International Symposium on Physical Design,C,Computer System and High Performance Computing,,,
2015,HOTI,Symposium on High-Performance Interconnects,C,Computer System and High Performance Computing,,,
2015,VTS,VLSI Test Symposium,C,Computer System and High Performance Computing,,,
2015,ISPA,Symposium on Parallel and Distributed Processing with Applications,C,Computer System and High Performance Computing,,,
2015,SYSTOR,ACM SIGOPS International Systems and Storage Conference,C,Computer System and High Performance Computing,,,
2015,ATS,IEEE Asian Test Symposium,C,Computer System and High Performance Computing,,,
2015,SIGMOD,ACM Conference on Management of Data,A,"Database, Data mining and Information retrieval",,,
2015,SIGIR,International Conference on Research on Development in Information Retrieval,A,"Database, Data mining and Information retrieval",,,
2015,ICDE,IEEE International Conference on Data Engineering,A,"Database, Data mining and Information retrieval",,,
2015,SIGKDD,ACM Knowledge Discovery and Data Mining,A,"Database, Data mining and Information retrieval","Database, Data mining and Information retrieval",,,
2015,VLDB,International Conference on Very Large Data Bases,A,"Database, Data mining and Information retrieval","Database, Data mining and Information retrieval",,,
2015,CIKM,ACM International Conference on Information and Knowledge Management,B,"Database, Data mining and Information retrieval",,,
2015,PODS,ACM SIGMOD Conference on Principles of DB Systems,B,"Database, Data mining and Information retrieval",,,
2015,DASFAA,Database Systems for Advanced Applications,B,"Database, Data mining and Information retrieval",,,
2015,ECML-PKDD,European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases,B,"Database, Data mining and Information retrieval",,,
2015,ISWC,IEEE International Semantic Web Conference,B,"Database, Data mining and Information retrieval",,,
2015,ICDM,International Conference on Data Mining,B,"Database, Data mining and Information retrieval",,,
2015,ICDT,International Conference on Database Theory,B,"Database, Data mining and Information retrieval",,,
2015,EDBT,International Conference on Extending DB Technology,B,"Database, Data mining and Information retrieval",,,
2015,CIDR,International Conference on Innovation Database Researc,B,"Database, Data mining and Information retrieval",,,
2015,SDM,SIAM International Conference on Data Mining,B,"Database, Data mining and Information retrieval",,,
2015,WSDM,ACM International Conference on Web Search and Data Mining,B,"Database, Data mining and Information retrieval",,,
2015,DEXA,Database and Expert System Applications,C,"Database, Data mining and Information retrieval",,,
2015,ECIR,European Conference on IR Research,C,"Database, Data mining and Information retrieval",,,
2015,WebDB,International ACM Workshop on Web and Databases,C,"Database, Data mining and Information retrieval",,,
2015,ER,International Conference on Conceptual Modeling,C,"Database, Data mining and Information retrieval",,,
2015,MDM,International Conference on Mobile Data Management,C,"Database, Data mining and Information retrieval",,,
2015,SSDBM,International Conference on Scientific and Statistical DB Management,C,"Database, Data mining and Information retrieval",,,
2015,WAIM,International Conference on Web Age Information Management,C,"Database, Data mining and Information retrieval",,,
2015,SSTD,International Symposium on Spatial and Temporal Databases,C,"Database, Data mining and Information retrieval",,,
2015,PAKDD,Pacific-Asia Conference on Knowledge Discovery and Data Mining,C,"Database, Data mining and Information retrieval",,,
2015,APWeb,The Asia Pacific Web Conference,C,"Database, Data mining and Information retrieval",,,
2015,WISE,Web Information Systems Engineering,C,"Database, Data mining and Information retrieval",,,
2015,ESWC,Extended Semantic Web Conference,C,"Database, Data mining and Information retrieval",,,
2015,WWW,International World Wide Web Conferences,A,"Frontier, intersection and integration",,,
2015,RTSS,Real-Time Systems Symposium,A,"Frontier, intersection and integration",,,
2015,EMSOFT,International Conference on Embedded Software,B,"Frontier, intersection and integration",,,
2015,ISMB,International conference on Intelligent Systems for Molecular Biology,B,"Frontier, intersection and integration",,,
2015,CogSci,Cognitive Science Society Annual Conference,B,"Frontier, intersection and integration",,,
2015,RECOMB,International Conference on Research in Computational Molecular Biology,B,"Frontier, intersection and integration",,,
2015,BIBM,IEEE International Conference on Bioinformatics and Biomedicine,B,"Frontier, intersection and integration",,,
2015,AMIA,American Medical Informatics Association Annual Symposium,C,"Frontier, intersection and integration",,,
2015,APBC,Asia Pacific Bioinformatics Conference,C,"Frontier, intersection and integration",,,
2015,COSIT,International Conference on Spatial Information Theory,C,"Frontier, intersection and integration",,,
2015,CLOUD,IEEE International Conference on Cloud computing,C,"Frontier, intersection and integration",,,
2015,CHI,ACM Conference on Human Factors in Computing Systems,A,Human-computer interaction and ubiquitous computing,,,
2015,UbiComp,ACM International Conference on Ubiquitous Computing,A,Human-computer interaction and ubiquitous computing,,,
2015,CSCW,ACM Conference on Computer Supported Cooperative Work and Social Computing,A,Human-computer interaction and ubiquitous computing,,,
2015,IUI,ACM International Conference on Intelligent User Interfaces,B,Human-computer interaction and ubiquitous computing,,,
2015,ITS,ACM International Conference on Interactive Tabletops and Surfaces,B,Human-computer interaction and ubiquitous computing,,,
2015,UIST,ACM Symposium on User Interface Software and Technology,B,Human-computer interaction and ubiquitous computing,,,
2015,ECSCW,European Computer Supported Cooperative Work,B,Human-computer interaction and ubiquitous computing,,,
2015,MobileHCI,International Conference on Human Computer Interaction with Mobile Devices and Services,B,Human-computer interaction and ubiquitous computing,,,
2015,GROUP,ACM Conference on Supporting Group Work,B,Human-computer interaction and ubiquitous computing,,,
2015,PERCOM,IEEE International Conference on Pervasive Computing and Communications,B,Human-computer interaction and ubiquitous computing,,,
2015,ASSETS,ACM SIGACCESS Conference on Computers and Accessibility,C,Human-computer interaction and ubiquitous computing,,,
2015,DIS,ACM Conference on Designing Interactive Systems,C,Human-computer interaction and ubiquitous computing,,,
2015,GI,Graphics Interface conference,C,Human-computer interaction and ubiquitous computing,,,
2015,MobiQuitous,"International Conference on Mobile and Ubiquitous Systems: Computing, Networking and Services",C,Human-computer interaction and ubiquitous computing,,,
2015,INTERACT,IFIP TC13 Conference on Human-Computer Interaction,C,Human-computer interaction and ubiquitous computing,,,
2015,CoopIS,International Conference on Cooperative Information Systems,C,Human-computer interaction and ubiquitous computing,,,
2015,ICMI,ACM International Conference on Multimodal Interaction,C,Human-computer interaction and ubiquitous computing,,,
2015,IDC,Interaction Design and Children,C,Human-computer interaction and ubiquitous computing,,,
2015,AVI,International Working Conference on Advanced User Interfaces,C,Human-computer interaction and ubiquitous computing,,,
2015,UIC,IEEE International Conference on Ubiquitous Intelligence and Computing,C,Human-computer interaction and ubiquitous computing,,,
2015,WHC/HS,IEEE World Haptics Conference,C,Human-computer interaction and ubiquitous computing,,,
2015,CSCWD,Computer Supported Cooperative Work in Design,C,Human-computer interaction and ubiquitous computing,,,
2015,CollaborateCom,International Conference on Collaborative Computing,C,Human-computer interaction and ubiquitous computing,,,
2015,CCS,ACM Conference on Computer and Communications Security,A,Network and Information Security,,,
2015,CRYPTO,International Cryptology Conference,A,Network and Information Security,,,
2015,EUROCRYPT,European Cryptology Conference,A,Network and Information Security,,,
2015,S&P,IEEE Symposium on Security and Privacy,A,Network and Information Security,,,
2015,USENIX Security,Usenix Security Symposium,A,Network and Information Security,,,
2015,ACSAC,Annual Computer Security Applications Conference,B,Network and Information Security,,,
2015,ASIACRYPT,Annual International Conference on the Theory and Application of Cryptology and Information Security,B,Network and Information Security,,,
2015,ESORICS,European Symposium on Research in Computer Security,B,Network and Information Security,,,
2015,FSE,Fast Software Encryption,B,Network and Information Security,,,
2015,NDSS,ISOC Network and Distributed System Security Symposium,B,Network and Information Security,,,
2015,CSFW,IEEE Computer Security Foundations Workshop,B,Network and Information Security,,,
2015,RAID,International Symposium on Recent Advances in Intrusion Detection,B,Network and Information Security,,,
2015,PKC,International Workshop on Practice and Theory in Public Key Cryptography,B,Network and Information Security,,,
2015,DSN,The International Conference on Dependable Systems and Networks,B,Network and Information Security,,,
2015,TCC,Theory of Cryptography Conference,B,Network and Information Security,,,
2015,SRDS,IEEE International Symposium on Reliable Distributed Systems,B,Network and Information Security,,,
2015,CHES,Workshop on Cryptographic Hardware and Embedded Systems,B,Network and Information Security,,,
2015,WiSec,ACM Conference on Security and Privacy in Wireless and Mobile Networks,C,Network and Information Security,,,
2015,IH&MMSec,ACM Multimedia and Security Workshop,C,Network and Information Security,,,
2015,SACMAT,ACM Symposium on Access Control Models and Technologies,C,Network and Information Security,,,
2015,AsiaCCS,"ACM Symposium on Information, Computer and Communications Security",C,Network and Information Security,,,
2015,DRM,ACM Workshop on Digital Rights Management,C,Network and Information Security,,,
2015,ACNS,Applied Cryptography and Network Security,C,Network and Information Security,,,
2015,ACISP,Australasia Conference on Information Security and Privacy,C,Network and Information Security,,,
2015,DFRWS,Digital Forensic Research Workshop,C,Network and Information Security,,,
2015,FC,Financial Cryptography and Data Security,C,Network and Information Security,,,
2015,DIMVA,Detection of Intrusions and Malware & Vulnerability Assessment,C,Network and Information Security,,,
2015,SEC,IFIP International Information Security Conference,C,Network and Information Security,,,
2015,IFIP WG 11.9,IFIP WG 11.9 International Conference on Digital Forensics,C,Network and Information Security,,,
2015,ISC,Information Security Conference,C,Network and Information Security,,,
2015,ICICS,International Conference on Information and Communications Security,C,Network and Information Security,,,
2015,SecureComm,International Conference on Security and Privacy in Communication Networks,C,Network and Information Security,,,
2015,NSPW,New Security Paradigms Workshop,C,Network and Information Security,,,
2015,CT-RSA,"RSA Conference, Cryptographers' Track",C,Network and Information Security,,,
2015,SOUPS,Symposium On Usable Privacy and Security,C,Network and Information Security,,,
2015,HotSec,USENIX Workshop on Hot Topics in Security,C,Network and Information Security,,,
2015,SAC,Selected Areas in Cryptography,C,Network and Information Security,,,
2015,TrustCom,"IEEE International Conference on Trust, Security and Privacy in Computing and Communications",C,Network and Information Security,,,
2015,PAM,Passive and Active Measurement Conference,C,Network and Information Security,,,
2015,PETS,Privacy Enhancing Technologies Symposium,C,Network and Information Security,,,
2015,ICDF2C,International Conference on Digital Forensics & Cyber Crime,C,Network and Information Security,,,
2015,FSE/ESEC,ACM SIGSOFT Symposium on the Foundation of Software Engineering/ European Software Engineering Conference,A,Software engineering and Programming language,,,
2015,OOPSLA,"Conference on Object-Oriented Programming Systems, Languages, and Applications ",A,Software engineering and Programming language,,,
2015,ICSE,International Conference on Software Engineering,A,Software engineering and Programming language,,,
2015,OSDI,USENIX Symposium on Operating Systems Design and Implementations,A,Software engineering and Programming language,,,
2015,PLDI,ACM SIGPLAN Symposium on Programming Language Design & Implementation,A,Software engineering and Programming language,,,
2015,POPL,ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages,A,Software engineering and Programming language,,,
2015,SOSP,ACM Symposium on Operating Systems Principles,A,Software engineering and Programming language,,,
2015,ASE,International Conference on Automated Software Engineering,A,Software engineering and Programming language,,,
2015,ECOOP,European Conference on Object-Oriented Programming,B,Software engineering and Programming language,,,
2015,ETAPS,European Joint Conferences on Theory and Practice of Software,B,Software engineering and Programming language,,,
2015,FM,"Formal Methods, World Congress ",B,Software engineering and Programming language,,,
2015,ICPC,IEEE International Conference on Program Comprehension,B,Software engineering and Programming language,,,
2015,RE,IEEE International Requirement Engineering Conference,B,Software engineering and Programming language,,,
2015,CAiSE,International Conference on Advanced Information Systems Engineering,B,Software engineering and Programming language,,,
2015,ICFP,International Conference on Function Programming,B,Software engineering and Programming language,,,
2015,LCTES,"International Conference on Languages, Compilers, Tools and Theory for Embedded Systems ",B,Software engineering and Programming language,,,
2015,MoDELS,International Conference on Model Driven Engineering Languages and Systems,B,Software engineering and Programming language,,,
2015,CP,International Conference on Principles and Practice of Constraint Programming,B,Software engineering and Programming language,,,
2015,ICSOC,International Conference on Service Oriented Computing,B,Software engineering and Programming language,,,
2015,ICSME,International. Conference on Software Maintenance and Evolution,B,Software engineering and Programming language,,,
2015,VMCAI,"International Conference on Verification, Model Checking, and Abstract Interpretation ",B,Software engineering and Programming language,,,
2015,ICWS,International Conference on Web Services (Research Track),B,Software engineering and Programming language,,,
2015,SAS,International Static Analysis Symposium,B,Software engineering and Programming language,,,
2015,ISSRE,International Symposium on Software Reliability Engineering,B,Software engineering and Programming language,,,
2015,ISSTA,International Symposium on Software Testing and Analysis,B,Software engineering and Programming language,,,
2015,Middleware,Conference on middleware,B,Software engineering and Programming language,,,
2015,SANER,"International Conference on Software Analysis, Evolution, and Reengineering",B,Software engineering and Programming language,,,
2015,HotOS,USENIX Workshop on Hot Topics in Operating Systems,B,Software engineering and Programming language,,,
2015,ESEM,International Symposium on Empirical Software Engineering and Measurement,B,Software engineering and Programming language,,,
2015,PASTE,ACMSIGPLAN-SIGSOFT Workshop on Program Analysis for Software Tools and Engineering,C,Software engineering and Programming language,,,
2015,APLAS,Asian Symposium on Programming Languages and Systems,C,Software engineering and Programming language,,,
2015,APSEC,Asia-Pacific Software Engineering Conference,C,Software engineering and Programming language,,,
2015,COMPSAC,International Computer Software and Applications Conference,C,Software engineering and Programming language,,,
2015,ICECCS,IEEE International Conference on Engineering of Complex Computer Systems,C,Software engineering and Programming language,,,
