year,id,authors,title,venue,paper_year
2001,0100120,"Syvitski, J.P.M (ed.)",The supply and flux of sediment along hydrological pathways: Anthropogenic influences at the global scale,Global and Planetary Change,2003
2001,0100120,"Syvitski, J.P.M.","Supply and flux of sediment along hydrological pathways: 
Research for the 21st Century.",Global and Planetary Change.,2003
2001,0100120,"Maslanik, J., S. Drobot, C. Fowler, W. Emery, and R. Barry, 2007",On the Arctic climate paradox and the continuing role of atmospheric circulation in affecting sea ice conditions.,Geophysical Research Letters,2007
2001,0100120,"Morehead, M.D., Syvitski, J.P.M., Hutton, E.W.H., and Peckham, S.D.",Modeling the temporal variability in the flux of sediment from ungauged river basins.,"In: James P.M. Syvitski (Ed.) The supply and flux of sediment 
along hydrological pathways: Anthropogenic influences at the 
global scale. Global and Planetary Change.",2003
2001,0100120,"Cassano, E.N., A.H. Lynch, J.J. Cassano, and M.R. Koslow","Classification of synoptic patterns in the western Arctic associated with extreme events at Barrow, Alaska, USA",Climate Research,2006
2001,0100120,"Lynch, A.H., E.N. Cassano, J.J. Cassano, and L.R. Lestak","Case Studies of High Wind Events in Barrow, Alaska: Climatological Context and Development Processes.",Monthly Weather Review,2003
2001,0100120,"Lestak, L.R., W.F. Manley, and J.A. Maslanik","Photogrammetric Analysis of Coastal Erosion Along the Chukchi Coast at Barrow, Alaska","Berichte zur Polar und Meeresforschung, v. 443, p. 66-68",2003
2001,0100120,"Brunner, R.D., A.H. Lynch, J. Pardikes, E.N. Cassano, L. Lestak and J. Vogel, 2003",An Arctic Disaster and Its Policy Implications.,Arctic,2004
2001,0100120,"Syvitski, J.P.M",Sediment Transport Variability in Arctic Rivers: Implications for a Warmer Future.,Polar Research,2002
2001,0100249,Jingbo Xia,On the Schatten class membership of Hankel operators on the unit ball,Illinois J. Math.,2002
2001,0100249,Jingbo Xia,"Coincidence of essential commutant and the double commutant 
relation in the Calkin algebra",J. Funct. Anal.,2003
2001,0100249,Jingbo Xia,Another look at the invariance principle for wave operators,Commun. Math. Phys.,2003
2001,0100249,Jingbo Xia,On a proposed characterization of Schatten-class composition operators,Proc. Amer. Math. Soc.,2003
2001,0100249,Jingbo Xia,"On the uniqueness of wave operators associated with
non-trace class perturbations",Canadian Math. Bull.,2004
2001,0100249,Jingbo Xia,"Bounded functions of vanishing mean oscillation on compact
metric spaces",J. Funct. Anal.,2004
2001,0100324,"Dozier-Enos, Anya","Living the Pedogogy: Insider Research in ""Closed"" Communities",Qualitative Research Journal,2007
2001,0100354,"Chiew, S.Y., Wen, Y., Dzenis, Y., and Leong, K.W.",The Role of Electrospinning in the Emerging Field of Nanomedicine,Current Pharmaceutical Design,2006
2001,0100354,"A. Guenthner, S. Khombhongse, W. Liu, D.H. Reneker, T. Kyu",Dynamics of Hollow Nanofiber Formation During Solidification Subjected to Solvent Evaporation,Macromolecular Theory and Simulations,2006
2001,0100354,"D.H. Reneker, A.L. Yarin, E. Zussman, H. Xu,",Electrospinning of Nanofibers from Polymer Solutions and Melts,Advances in Applied Mechanics,2006
2001,0100354,"Wu, X. and Dzenis, Y.",Droplet on a Fiber: Geometrical Shape and Contact Angle,Acta Mechanica,2006
2001,0100354,"Wu, X. and Dzenis, Y.",Wave Propagation in Nanofibers,Journal of Applied Physics,2006
2001,0100354,"Wu, X. and Dzenis, Y.",Guided Self-Assembly of Diblock Copolymer Thin Films on Chemically Patterned Substrates,Journal of Chemical Physics,2006
2001,0100354,"Phillip W. Gibson, Calvin Lee, Frank Ko, Darrell Reneker",Application of Nanofiber Technology to Nonwoven Thermal,Journal of,2007
2001,0100354,"Dzenis, Y.",Spinning continuous fibers for nanotechnology,Science,2004
2001,0100354,"S. Koombhongse, W. Liu, D.H. Reneker",Flat Polymer Ribbons and Other Shapes by Electrospinning,Journal of Polymer Science Part B; Polymer Physics,2001
2001,0100354,"D.H. Reneker, W. Kataphinan, A. Theron, E. Zussman, A.L. Yarin",Nanofiber Garlands of Polycaprolactone by Electrospinning,Polymer,2002
2001,0100354,"H. Hou, D.H. Reneker",Carbon nanotubes formed on carbonized electrospun polymer Nanofibers,Polym. Prepr,2003
2001,0100354,"H. Hou, D.H. Reneker,",Carbon Nanotube on Carbon Nanofiber: A Novel Structure Based on Electrospun Polymer Nanofibers,Advanced Materials,2004
2001,0100354,"10.	Wu, X.-F., Dzenis, Y.A.",Elasticity of Nanofiber Networks,J. Appl. Physics,2005
2001,0100354,"11.	Wu, X.-F. and Dzenis, Y.A.",Electrohydrodynamic instability of thin conductive liquid films,Journal of Physics D: Applied Physics,2005
2001,0100393,"Yukawa, J.; Harada, V.; & Suthers,D.",Professional development in communities of practice. In Sandra Hughes-Hassell and Violet H. Harada (Eds.),School Reform and the School Library Media Specialist,2007
2001,0100393,"Suthers, D.; Yukawa, J.; & Harada, V.","Congruence and tension among activity systems of communities of practice in a tripartite partnership for systemic reform. In S. A. Barab, K.3.Hay & D.T. Hickey (Eds.)","Proceedings of the International Conference of the Learning Sciences 2006, Bloomington, IN, June 27-July 1",2006
2001,0100393,"Suthers, D., Harada, V., Doane, W., Yukawa, J., Harris, B. & Lid, V.",Technology-supported systemic reform: An initial evaluation and reassessment,"Proceedings of the Sixth International Conference of the Learning Sciences, Santa Monica, CA - June 22-26",2004
2001,0100393,"Joseph, S.; Yukawa, J.; Suthers, D.; & Harada, V.",Searching emergent vocabularies: Exploring methods to reduce cognitive load during web navigation and resource contribution,Proceedings of Hawaii International Conference on System Sciences-January 4-7,2006
2001,0100428,"Carrie A. Coutts-Lendon, Norman A. Wright, Ellen V. Mieso and 
Jack L. Koenig",The Use of FT-IR Imaging as an Analytical Tool for the Characterization of Drug Delivery Systems,Macromolecules,2003
2001,0100428,Gui-Yang Li and J.L. Koenig,FTIR Imaging of the Thermal Oxidation of Polyisoprene (PI) Rubber at High Temperature,Applied Spectrosco.,2002
2001,0100428,"R. Bhargava, S.Q. Wang and J.L. Koenig",FTIR Microscopy of Polymeric Systems,Adv. Polym. Sci.,2003
2001,0100428,Beth A. Miller-Chou and J.L. Koenig,A Review of Polymer Dissolution,Progress in Polymer Science,2003
2001,0100428,Gui-Yang Li and J.L. Koenig,"FTIR Imaging of Oxidation of Polyisoprene 2.  The Role of N,N'-dimethyl-butyl-phenylenediamine Antioxidant",J of Polym Stabilization,2003
2001,0100428,"Carrie Couts-Lendon, Jack L. Koenig",Investigation of the Aqueous Dissolution of Semicrystalline Poly(ethylene oxide) using Infrared Chemical Imaging: The Effects of Molecular Weight and Crystallinity,Appl. Spectrosco.,2005
2001,0100428,"Carrie Couts-Lendon, Jack L. Koenig",Visualization Strategies for Infrared Spectroscopic Images,Appl. Spectrosco.,2005
2001,0100428,Javier Gonzales-Benito and J.L. Koenig,FTIR Imaging of Polymer Dissolution by Solvent Mixtures 4.  Poly(methyl Methacrylate) using a Cosolvent Mixture (Carbon Tetrachloride/Methanol),Macromolecules,2002
2001,0100428,Beth A. Miller-Chou and J.L. Koenig,"Dissolution of Symmetric Diblock Copolymers with Neutral Solvents, a Selective Solvent, a Nonsolvent, and Mixtures of a Solvent and Nonsolvent Monitored by FT-IR Imaging",Macromolecules,2003
2001,0100428,J. L.Koenig,FTIR Imaging of Polymer Dissolution,Adv. Materials,2002
2001,0100428,B. A. Miller-Chou and J. L.Koenig,FTIR Imaging of Polymer Dissolution by Solvent Mixtures: 3: Above the entanglement Mol Wt.,Macromolecules,2002
2001,0100428,Gui-Yang Li and J.L. Koenig,FTIR Mapping: Polymer Swelling and Solvent Segregation in Benzene/ Cyclohexand-Polyisoprene Rubber System,J. Elastomers and Plastics,2002
2001,0100428,Gui-Yang Li and J.L. Koenig,FTIR Mapping: Polymer Swelling and Solvent Segregation in Benzene/ Cyclohexand-Polyisoprene Rubber System,J. Elastomers and Plastics,2002
2001,0100428,J.P. Bobiak and J.L. Koenig,Regions of Interest in FTIR Imaging Applications: Diffusion of Nicotine into Ethylene-co-vinyl Acetate Films,Journal of Controlled Release,2005
2001,0100474,B. Shiffman and S. Zelditch,"Random polynomials of high degree
and Levy concentration of measure",Asian J. Math.,2003
2001,0100474,"M. R. Douglas, B. Shiffman, and S. Zelditch","Critical points and supersymmetric vacua, III: String/M
models",Commun. Math. Physics,2006
2001,0100474,B. Shiffman and M. Zaidenberg,New examples of hyperbolic octic surfaces in P^3,Funct. Anal. Appl.,2005
2001,0100474,"P. Bleher, B. Shiffman, and S. Zelditch",Correlations between zeros and supersymmetry,"Commun. Math. Phys,",2001
2001,0100474,B. Shiffman and S. Zelditch,Equilibrium distribution of zeros of random polynomials,IMRN,2003
2001,0100474,B. Shiffman and S. Zelditch,Asymptotics of almost holomorphic sections of ample line bundles on symplectic manifolds,J. Reine Angew. Math.,2002
2001,0100474,"B. Shiffman, T. Tate, and S. Zelditch",Distribution laws for integrable eigenfunctions,Ann. Inst. Fourier (Grenoble),2004
2001,0100474,B. Shiffman and S. Zelditch,Random polynomials with prescribed Newton polytope, J. Amer. Math. Soc.,2004
2001,0100474,T. Bloom and B. Shiffman,Zeros of random polynomials on C^m,Math. Research Letters,2007
2001,0100474,"M. R. Douglas, B. Shiffman, and S. Zelditch","Critical points and supersymmetric vacua, II: asymptotics and 
extremal metrics",J. Diff. Geometry,2006
2001,0100474,B. Shiffman and M. Zaidenberg,Constructing low degree hyperbolic surfaces in P^3,Houston Journal of Mathematics,2002
2001,0100474,"M. R. Douglas, B. Shiffman, and S. Zelditch","Critical points and supersymmetric vacua, I",Commun. Math. Phys.,2004
2001,0100474,B. Shiffman and S. Zelditch,"Addendum to ""Asymptotics of almost holomorphic sections of 
ample line bundles on symplectic manifolds""",Proc. Amer. Math. Soc.,2003
2001,0100538,Qiudong Wang and Lai-Sang Young,From invariant curves to strange attractors,Commun. Math. Phys.,2002
2001,0100538,Lai-Sang Young,"What are SRB measures, and which dynamical systems have them?",JSP,2002
2001,0100538,Nader Masmoudi and Lai-Sang Young,Ergodic theory of infinite dimensional systems with applications to dissipative parabolic PDEs,Commun. Math. Phys.,2002
2001,0100538,Q.D.Wang and L.-S. Young,Strange attractors in periodically-kicked limit cycles and Hopf bifurcations,Commun. Math. Phys.,2003
2001,0100538,J-P Eckmann and L-S Young,Temperature profiles for Hamiltonian conductors,Europhysics Letters,2004
2001,0100538,J-P Eckmann and L-S Young,Nonequilibrium energy profiles for a class of 1D models,Commun. Math. Phys.,2006
2001,0100538,Q.D.Wang and L-S Young,Nonuniformly expanding 1D maps,Commun Math Phys,2006
2001,0100538,"J Guckenheimer, M. Weschelberger and L-S Young",Chaotic attractors of relaxation oscillators,Nonlinearity,2006
2001,0100538,Mark Demers and L-S Young,Escape rates and conditionally invariant measures,Nonlinearity,2006
2001,0100539,Charles F. Dunkl,Symmetric functions and B^N invariant spherical harmonics,J. Phys.A: Math. Gen.,2002
2001,0100539,Charles F. Dunkl,"Special functions and generating functions associated with reflection groups,",J. Comp. Appl. Math.,2003
2001,0100539,Charles F. Dunkl,"A Laguerre polynomial orthogonality and the hydrogen atom,",Analysis and Appl.,2003
2001,0100539,Charles F. Dunkl,Singular polynomials for the symmetric groups, Int. Math. Res. Not.,2004
2001,0100539,Charles F. Dunkl,Singular polynomials and modules for the symmetric groups,Int. Math. Res. Not.,2005
2001,0100539,Charles F. Dunkl,Hook-lengths and pairs of compositions,J. Comp. Appl. Math.,2007
2001,0100586,"Eric Friedlander, Michael Papoport and Andrei Suslin",The mathematical work of 2002 Fields medalists,Mitt. Dtsch. Math.-Ver,2003
2001,0100586,Andrei Suslin,Detection theorem for finite group schemes,Journal Pure and Appl. Algebra,2006
2001,0100586,Andrei Suslin,SK_1 of division algebras and Galois cohomology revisited,Proceedings of the St. Petersburg Math Society,2005
2001,0100586,"Eric Friedlander, Michael Rapoport and Andrei Suslin",The mathematical work of 2002 Fields medalists,Notices Amer. Math. Soc.,2003
2001,0100586,Andrei Suslin,On the Grayson Spectral Sequence,Proceedings of the Steklov Institute of Mathematics,2003
2001,0100586,Eric M. Friedlander and Andrei Suslin,The Spectral Sequence Relating Algebraic K-Theory and Motivic Cohomology,Annales Scientifiques  Ec. Norm. Sup.,2002
2001,0100784,"V. Rodl, A. Rucinski, E. Szemeredi",A Dirac-type theorem for 3-uniform hypergraphs,"Combinatorics, Probability and Computing",2006
2001,0100784,Bela Bollobas and Endre Szemeredi,Girth of sparse graphs,Journal of Graph Theory,2002
2001,0100784,"A. Khalfalah, S. Lodha, and E. Szemeredi",Tight bound for the density of sequences of integers the sum of no two of which is a perfect square,Discrete Mathematics,2002
2001,0100784,"A. Gyarfas, M. Ruszinko, G. Sarkozy, E. Szemeredi",Tripartite Ramsey numbers for paths,Journal of Graph Theory,2007
2001,0100784,"V. Rodl, A Rucinski, E. Szemeredi",The generalization of Dirac's theorem for hypergraphs,"Proc. 30th Symp. MFCS Gdansk, Springer Verlag, LNCS",2005
2001,0100784,"J. Komlos, A. Shokoufandeh, M. Simonovits, E. Szemeredi",The Regularity Lemma and its applications in graph theory,"Lecture Notes in Computer Science, Springer-Verlag",2002
2001,0100784,"N. Alon, M. Capalbo, Y. Kohayakawa, V. Rodl, A. Rucinski, E. Szemeredi,",Near-optimum universal graphs for graphs with bounded degrees,"Lecture Notes in Computer Science, Springer-Verlag",2002
2001,0100784,"B. Sudakov, E. Szemeredi, Van Vu",On a question of Erdos and Moser,Duke Mathematical Journal,2005
2001,0100784,"A. Gyarfas, M. Ruszinko, G. Sarkozy, E. Szemeredi",Three-color Ramsey numbers for paths,Combinatorica,2007
2001,0100794,S. Thomas,Superrigidity and countable Borel equivalence relations,Annals Pure Appl. Logic,2003
2001,0100794,Simon Thomas,The classification problem for torsion-free abelian groups of finite rank,J. American Math. Society,2003
2001,0100794,J. Burdges and G. Cherlin,Borovik-Poizat rank and stability,J Symbolic Logic,2002
2001,0100794,G. Cherlin and T. Altinel,On Groups of Finite Morley Rank of Even Type,J. Algebra,2003
2001,0100794,"L. Kramer, S. Shelah, K. Tent, and S. Thomas",Asymptotic cones of finitely presented groups,"Advances in Mathematics

",2005
2001,0100794,"G. Cherlin, E. Hrushovski, M. Djordjevic",A note on orthogonality and stable emeddedness,Journal of Symbolic Logic,2005
2001,0100794,D. Macpherson and S. Thomas,Comeagre conjugacy classes and free products with amalgamation,Discrete Mathematics,2005
2001,0100794,G. Cherlin and E. Jaligot,Tame minimal simple groups of finite Morley rank,J. Algebra,2004
2001,0100794,T. Altinel and G. Cherlin,Simple L*-groups of even type with strongly embedded subgroups,J. Algebra,2004
2001,0100794,S. Thomas,The virtual isomorphism problem for finitely generated groups,Bull London Mathematical Society,2003
2001,0100794,T. Altinel and G. Cherlin,Simple L*-groups of even type with weakly embedded subgroups,J. Algebra,2005
2001,0100794,G. Cherlin,Locally finite generalized quadrangles with at most 5 points per line,Discrete Mathematics,2005
2001,0100794,G. Cherlin,Good tori in groups of finite Morley rank,Journal of Group Theory,2005
2001,0100794,G. Cherlin,Categoricity in power n+2,Discrete Mathematics,2005
2001,0100794,"W. Dicks, P. Kropholler, I. Leary and S. Thomas",Classifying spaces for proper actions of locally-finite groups,J. Group Theory,2002
2001,0100794,T. Altinel and G. Cherlin,Limoncello,J. Algebra,2005
2001,0100794,Simon Thomas,Cayley Graphs of finitely generated groups,Proceedings AMS,2006
2001,0100823,"Paulson, S.E., D-L. Liu, G. Orzechowska, L.M. Campos and K.N. Houk",Photolysis of Heptanal,Journal of Organic Chemistry  DOI: 10.1021/jo060596u,2006
2001,0100823,"Hasson, A.S. M.Y. Chung, K.T. Kuwata, A. Converse, D. Krohn, and S. E. Paulson",OH Formation from Alkene-Ozonolysis in the Presence of Water Vapor.,Journal of Physical Chemistry,2003
2001,0100823,"Orzechowska, G.E., H. T. Nguyen and S.E. Paulson",Photochemical sources of organic acids: 2. Acid Formation from C6-C10 Alkenes Reacting with Ozone under Dry and Humid Conditions Using In-Inlet Derivatization.,Journal of Physical Chemistry   DOI: 10.1021/jp050167k.,2005
2001,0100823,"Orzechowska, G.E. and S.E. Paulson","Photochemical sources of organic acids: 1. The reaction of ozone with isoprene, propene and 2-butenes under dry and humid conditions using SPME.",J. Phys. Chem. 109: DOI: 10.1021/jp050166s.,2005
2001,0100823,"Lu R, Wu J, Turco RP, et al.
Naphthalene distributions and human exposure in a Southern California 
Lu R, Wu J, Turco RP, Winer AM, Atkinson R, Arey J, Paulson SE, Lurmann FW, Miguel AH, Eiguren-Fernandez A",Naphthalene distributions and human exposure in Southern California,Atmospheric Environment,2005
2001,0100823,"Hasson, A.S., G. Orzechowska and S.E. Paulson",The Reaction of Criegee Intermediates with Water Vapor in the Gas-Phase Ozonolysis of Alkenes: 1.  Symmetric Alkenes.,J. Geophys. Res.,2001
2001,0100823,"Hasson, A.S. A. Ho, K.T. Kuwata, and S.E. Paulson",The Reaction of Criegee Intermediates with Water Vapor in the Gas-Phase Ozonolysis of Alkenes: 2.  Assymetric and Biogenic Alkenes.,J. Geophys. Res.,2001
2001,0100823,"Orlando, J.J., G.S. Tyndall, E.C. Apel, D.D. Riemer, S.E. Paulson",Rate Coefficients and Mechanisms of the Reaction of Cl-atoms with a Series of Unsaturated Hydrocarbons Under Atmospheric Conditions.,International Journal of Chemical Kinetics,2003
2001,0100845,"Various, see attached file.",See attached file.,See attached file.,2009
2001,0100845,"Various, see attached file.",See attached file.,See attached file.,2010
2001,0100973,"Sarkar, N,  T. C. Royer, C. E. Grosch",Hydrographic and Mixed Layer Variability on the Shelf inthe Northern Gulf of Alaska,Continental Shelf Research,2005
2001,0100973,"Royer, T. C., and C. E. Grosch.",Ocean warming and freshening in the northern Gulf of Alaska,Geophys. Res. Letters,2006
2001,0100973,"Weingartner, T.J., S.L. Danielson and T.C. Royer.",Freshwater Variability and Predictability in the Alaska Coastal Current,Deep-Sea Research II,2005
2001,0100973,"Ebbesmeyer, C.C., W.J. Ingraham, T. C. Royer and C.E. Grosch.",Tub toys orbit the Pacific Subartic Gyre,EOS,2007
2001,0100973,"Royer, T.C.",Hydrographic Responses at a Coastal Site in the northern Gulf of Alaska to Seasonal and Interannual Forcing,Deep-Sea Research II,2005
2001,0101059,"K.N. Kurpad. E.B. Boskamp, S.M. Wright",RF current element design for independent control of current amplitude and phase in transmit phased arrays,Magnetic Resonance Engineering,2006
2001,0101153,Matthew Neal and Bernard Russo,Contractive projections and operator spaces,Comptes Rendus Acad. Sci. Paris,2000
2001,0101153,Yaakov Friedman and Bernard Russo,A new approach to spinors and some representations of the Lorentz group on them,Foundations of Physics,2001
2001,0101153,"Cho-Ho Chu, Matthew Neal, and Bernard Russo",Normal contractive projections preserve type,Journal of Operator Theory,2004
2001,0101153,Matthew Neal and Bernard Russo,"Operator space characterizations of C*-algebras and ternary 
rings",Pacific Journal of Mathematics,2003
2001,0101153,Matthew Neal and Bernard Russo,Contractive projections and operator spaces,Transactions of the American Mathematical Society,2003
2001,0101153,Matthew Neal and Bernard Russo,State spaces of JB*-triples,Mathematische Annalen,2004
2001,0101177,"S. C. McGuire, G. P. Lamaze and E. A. Mackey", Trace element studies in synthetic sapphire for advanced LIGO,Transactions of the American Nuclear Society,2002
2001,0101177,"S. C. McGuire, G. P. Lamaze and E. A. Mackey",Recent results from INAA measurements on LIGO sapphire materials,"Transactions of the American Nuclear Society , 773 (2003).",2003
2001,0101177,"S. C. McGuire, M. J. Baham, E. Preddie, S. Brennan, K. Luening, P. Pianetta and A.   Singh",Surface trace element characterization of synthetic single crystal Al2O3 at the  SSRL,AIP Conference Proceedings,2004
2001,0101208,J. Guckenheimer and A. Vladimirsky,"A fast method for approximation invariant
manifolds",SIAM J. App. Dyn. Sys.,2004
2001,0101208,"S. Robertson, J. Guckenheimer, A. Masnick and L. Bacher","The dynamics of infant
foraging",Developmental Science,2004
2001,0101208,J. Guckenheimer,review of Stephen Smale biography by Steve Batterson,Am. Math. Monthly,2001
2001,0101208,J. Guckenheimer and R. Oliva,Chaos in the Hodgkin-Huxley Model,SIAM J. App. Dyn. Sys.,2002
2001,0101208,J. Guckenheimer and Y. Xiang,Computing Singularities of Smooth Mappings,Moscow Math. Journal,2003
2001,0101208,"Y. Zhang, R. Oliva, G. Gisselmann, H. Hatt, J. Guckenheimer and R. Harris-Warrick","Over-expression of an $I_h$ channel gene modifies the firing activity of identified
motor neurons in a small neural network",J. Neuroscience,2003
2001,0101208,"B. Krauskopf, H. Osinga, E. Doedel, M. Henderson, J. Guckenheimer, A. Vladimirsky, M. Dellnitz, O. Junge",A survey of methods for computing (un)stable manifolds of vector fields,Int. J. Bif. and Chaos,2005
2001,0101208,"J. Guckenheimer, M. Wechselberger and Lai-Sang Young",Chaotic attractors of relaxation oscillators,Nonlinearity,2006
2001,0101208,"J. Guckenheimer, K. Hoffman and W.  Weckesser",Bifurcations of relaxation oscillations near folded saddles,Int. J. Bif Chaos,2005
2001,0101208,J. Guckenheimer and Y. Ilyashenko,The duck and the devil: canards on the staircase,Moscow Mathematical Journal,2001
2001,0101242,Zongming Fei and Mengkun Yang,Intra-Session Fairness in Multicast Communications,Telecommunication Systems,2005
2001,0101242,Zongming Fei and Mengkun Yang,Restoring Delivery Tree from Node Failures in Overlay Multicast,IEICE Transactions on Communications,2005
2001,0101242,"Dhillon, CS; Bond, M; Griffioen, J; Calvert, KL",Building layered active services,COMPUTER NETWORKS,2006
2001,0101242,"Fei, ZM; Yang, MK",A proactive tree recovery mechanism for resilient overlay multicast,IEEE-ACM TRANSACTIONS ON NETWORKING,2007
2001,0101242,"Fei, ZM; Yang, MK",A segmentation-based fine-grained peer sharing technique for delivering large media files in content distribution networks,IEEE TRANSACTIONS ON MULTIMEDIA,2006
2001,0101242,"Calvert, KL; Griffioen, J; Wen, S",Scalable network management using lightweight programmable network services,JOURNAL OF NETWORK AND SYSTEMS MANAGEMENT,2006
2001,0101242,"Fei, ZM; Yang, MK; Ammar, MH; Zegura, EW",A framework for allocating clients to rate-constrained multicast servers,COMPUTER COMMUNICATIONS,2003
2001,0101242,"Calvert, KL; Griffioen, J; Wen, S",Lightweight network support for scalable end-to-end services,COMPUTER COMMUNICATION REVIEW,2002
2001,0101242,"Calvert, K; Griffioen, J; Mullins, B; Natarajan, S; Poutievski, L; Sehgal, A; Wen, S",Leveraging emerging network services to scale multimedia applications,SOFTWARE-PRACTICE & EXPERIENCE,2003
2001,0101244,D. Yu and A. Zhang,"ClusterTree: Integration of Cluster
Representation and Nearest Neighbor Search for Large Datasets with High Dimensionality",IEEE Transactions on Knowledge and Data Engineering,2003
2001,0101244,"L. Wang, A. Zhang and M. Ramanathan",BioStar Models of Clinical and Genomic Data for Biomedical Data Warehouse Design,International Journal of Bioinformatics Research and Applications (IJBRA),2005
2001,0101244,C. Tang and A. Zhang,Interrelated Two-way Clustering: An Unsupervised Approach for Gene Expression Data Analysis,the International Journal on Artificial Intelligence Tools,2005
2001,0101244,"D. Jiang, C. Tang, and A. Zhang",Cluster Analysis for Gene Expression Data: A Survey,IEEE Transactions on Knowledge and Data Engineering,2004
2001,0101244,"W. Hwang, Y. Cho, A. Zhang, and M. Ramanathan",A Novel Functional Module Detection Algorithm For Protein-Protein Interaction Network,Algorithms for Molecular Biology,2006
2001,0101244,"L. Zhang, C. Tang, Y. Song, A. Zhang, and M. Ramanathan",VizCluster and Its Application on Clustering Gene Expression Data,International Journal on Distributed and Parallel Databases,2003
2001,0101244,"K. Bhasi, L. Zhang, D. Brazeau, A. Zhang, and M. Ramanathan",VizStruct for Visualization of Genome-wide SNP Analyses,Bioinformatics,2006
2001,0101244,"D. Jiang, J. Pei and A. Zhang",Towards Interactive Exploration of Gene Expression Patterns,SIGKDD Explorations Special Issue on Microarray Data Mining,2003
2001,0101244,"C. Tang, A. Zhang, and M. Ramanathan",ESPD: A Pattern Detection Model Underlying Gene Expression Profiles,Bioinformatics,2004
2001,0101244,"L. Zhang, A. Zhang, and M. Ramanathan","VizStruct: Exploratory Visualization for Gene Expression Profiling, Bioinformatics",Bioinformatics,2004
2001,0101244,"Hwang, WC; Cho, YR; Zhang, AD; Ramanathan, M",CASCADE: a novel quasi all paths-based network analysis algorithm for clustering biological interactions,BMC BIOINFORMATICS,2008
2001,0101244,"Y. Cho, W. Hwang, A. Zhang, and M. Ramanathan",Semantic Integration to Identify Overlapping Functional Modules in Protein Interaction Networks,BMC Bioinformacs,2007
2001,0101244,"L. Zhu, A. Rao and A. Zhang",Theory of Keyblock-based Image Retrieval,ACM Transactions on Information Systems,2002
2001,0101244,"A. Rao, R. Srihari, L. Zhu, and A. Zhang",A Theory for Measuring the Complexity of Image Databases,IEEE Transactions on Multimedia,2002
2001,0101244,"Y. Shi, Y. Song and A. Zhang",A Shrinking-Based Clustering Approach for Multi-Dimensional Data,IEEE Transactions on Knowledge and Data Engineering,2005
2001,0101244,X. Xu and A. Zhang,Virtual Gene: Using Correlations Between Genes to Select Informative Genes on Microarray Datasets,LNCS Transactions on Computational Systems Biology,2005
2001,0101244,"P. Chanda, A. Zhang, D. Brazeau, L. Sucheston, Jo L Freudenheim, C. Ambrosone, M. Ramanathan",Information Theoretic Metrics for Visualizing Gene Environment Interactions, the American Society of Human Genetics,2007
2001,0101244,"K. Bhasi, L. Zhang, D. Brazeau, A. Zhang, and M. Ramanathan",Information-Theoretic Identification of Predictive SNPs and Supervised Visualization of Genome-wide Association Studies,Nucleic Acids Research,2006
2001,0101244,"D. Jiang, J. Pei and A. Zhang",An Interactive Approach To Mining Gene Expression Data,IEEE Transactions on Knowledge and Data Engineering,2005
