year,id,authors,title,venue,paper_year
2000,0000597,"Higman, VA; Greene, LH",Elucidation of conserved long-range interaction networks in proteins and their significance in determining protein topology,PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS,2006
2000,0000597,"Paci, E; Greene, LH; Jones, RM; Smith, LJ",Characterization of the molten globule state of retinol-binding protein using a molecular dynamics simulation approach,FEBS JOURNAL,2005
2000,0000597,"Neerathilingam, M; Greene, L; Colebrooke, S; Campbell, ID; Staunton, D",Quantitation of protein expression in a cell-free system: Efficient detection of yields and F-19 NMR to identify folded protein,JOURNAL OF BIOMOLECULAR NMR,2005
2000,0000734,"Jeffrey D. Paduan, P. Michael Kosro, Scott M. Glenn",A National Coastal Ocean Surface Current Mapping System for the United States,Marine Technology Society Journal,2004
2000,0000734,"Kosro, PM; Peterson, WT; Hickey, BM; Shearman, RK; Pierce, SD",Physical versus biological spring transition: 2005,GEOPHYSICAL RESEARCH LETTERS,2006
2000,0000734,"Kosro, PM",Enhanced southward flow over the Oregon shelf in 2002: A conduit for subarctic water,GEOPHYSICAL RESEARCH LETTERS,2003
2000,0001304,A. K. Chakraborty,Disordered Heteropolymers: Models for Biomimetic Polymers and Polymers with Frustrating Quenched Disorder,Physics Reports,2000
2000,0001304,A.K. Chakraborty and A.J. Golumbfskie,Polymer Adsorption Driven Self-Assembly of Nanostructures,Ann. Rev. Phys. Chem.,2001
2000,0001304,"Eide, J.; Chakraborty, A.",Effects of Quenched and Annealed Macromolecular Crowding on Signal Transduction in T Lymphocytes,Journal of Physical Chemistry B,2006
2000,0001576,"Yehia El mogahzy, Mohamed Saad",Core/Sheath yarns in industrial fabrics,Proceedings of Cotton Beltwide Conference,2004
2000,0001732,"Faten Ghosn, Glenn Palmer, and Stuart A. Bremer","""The MID3 Data Set, 1993-2001: Procedures, Coding Rules, and Description""",Conflict Management and Peace Science,2004
2000,0001788,"A. Habib, S. Fahmy. S. Avasarala, V. Prabhakar and B. Bhargava",On Detecting Service Violations and Bandwidth Theft in QoS Network Domains,Elsevier Science Journal of Computer Communication,2003
2000,0001788,"G. Ding, Z. Sahinoglu, B. Bhargava, P. Orlik, and J. Zhang",Tree-Based Data Broadcast in IEEE 802.15.4 and ZigBee Networks,IEEE Transaction on Mobile Computing,2006
2000,0001788,"Weichao Wang, Bharat Bhargava, Yi Lu, and Xiaoxin Wu",Defending against Wormhole Attacks in Mobile Ad Hoc Networks,Wireless Communications and Mobile Computing,2005
2000,0001788,"B. Bhargava, X. Wu, Y. Lu and W. Wang",Integrating Heterogeneous Wireless Technologies: A Cellular Aided Mobile Ad hoc Network (CAMA),"Mobile Network and Applications, Special issues of integration of heterogeneous wireless technologies",2004
2000,0001788,Xiaoxin Wu and Bharat Bhargava,AO2P: Ad hoc On-demand Position-based Private Routing Protocol,IEEE Transactions on Mobile Computing,2005
2000,0001809,"Shah, D. & Sedgwick, H.A.",Spatial compression and adaptation with the low vision telescope,Optometry and Vision Science,2004
2000,0001809,"Sedgwick, H. A., Gillam, B., Leath, C.",Errors in perceived direction of slant as a function of surface texture anisotropy [Abstract],Perception (Supplement),2002
2000,0001809,"Sedgwick, H. A.",Where are we now?: Surveying differing approaches to visual space perception.,American Journal of Psychology,2001
2000,0001809,"Sedgwick, H.; Gillam, B.; & Leath, C.",Modeling perceived direction of slant in the presence of surface texture anisotropy [Abstract],Journal of Vision,2003
2000,0001809,"Gillam, B. J.
Cook, M. L.",Perspective based on stereopsis and occlusion,Psychological Science,2001
2000,0001809,"Sedgwick, H. A.; Gillam, B.; & Shah, R.",Incomplete integration of local and global information in stereopsis [Abstract],Journal of Vision,2005
2000,0001809,"Sedgwick, H. A.; Gillam, B.; & Shah, R.",Stereoscopically perceived depth across surface discontinuities [Abstract],Journal of Vision,2004
2000,0001809,"Sedgwick, H. A.","Alhazen's ""ground theory"" of distance perception [Abstract]",Perception (Supplement),2001
2000,0001809,"Meng, J. C. 
Sedgwick, H. A.",Distance perception across spatial discontinuites,Perception & Psychophysics,2002
2000,0001874,"dwards, M.E., L.B. Brubaker, A.V. Lozhkin and P.M. Anderson",Structurally novel biomes: a response to past warming in Beringia,Ecology,2005
2000,0001874,"Bigelow, NH, LB Brubaker, ME Edwards, SP Harrison, IC Prentice, PM Anderson, AA. Andreev, PJ Bartlein, TR Christensen, W Cramer, JO Kaplan, AV Lozhkin, NV Matveyeva, DF Murry, AD McGuire, VY Razzhivin, JC Ritchie, B Smith, DA Walker, and others","Climate change and Arctic ecosystems I. Vegetation changes north of 55N between the last glacial maximum, mid-Holocene and present",Journal of Geophysical Research,2003
2000,0001874,"Kaplan, JO, NH Bigelow, IC Prentice, SP Harrison, PJ Bartlein, TR Christensen, W Cramer, NV Matveyeva, AD McGuire, DF Murray, VY Razzhivin, B Smith, DA Walker, PM Anderson, AA Andreev, LB Brubaker, ME Edwards, AV Lozhkin, JC Ritchie","Climate change and arctic ecosystems II. Modeling, paleodata-model comparisons, and future projections",Journal of Geophysical Research,2003
2000,0001874,"Kaufman, D.S. , T.A. Ager, N.J. Anderson, P.M. Anderson, J.T. Andrews, P.J. Bartlein, L.B. Brubaker, L.L. Coats, L.C. Cwynar, M.L. Duvall, A.S. Dyke, M.E. Edwards, and others",Holocene Thermal Maximum in the Western Arctic (0 - 180 W),Quaternary Science Reviews,2004
2000,0001874,"L. Brubaker, M. Edwards, A. Lozhkin, P. Anderson",Beringia as a Glacial Refugium for Boreal Trees,Journal of Biography,2005
2000,0001875,"Kaufman, DS; Ager, TA; Anderson, NJ; Anderson, PM; Andrews, JT; Bartlein, PT; Brubaker, LB; Coats, LL; Cwynar, LC; Duvall, ML; Dyke, AS; Edwards, ME; Eisner, WR; Gajewski, K; Geirsdottir, A; Hu, FS; Jennings, AE; Kaplan, MR; Kerwin, MW; Lozhkin, AV; MacDo","Holocene thermal maximum in the western Arctic (0-180 degrees W) (vol 23, pg 529, 2003)",QUATERNARY SCIENCE REVIEWS,2004
2000,0001875,"Edwards, ME; Brubaker, LB; Lozhkin, AV; Anderson, PM",Structurally novel biomes: A response to past warming in Beringia,ECOLOGY,2005
2000,0001875,"Brubaker, LB; Anderson, PM; Edwards, ME; Lozhkin, AV",Beringia as a glacial refugium for boreal trees and shrubs: new perspectives from mapped pollen data,JOURNAL OF BIOGEOGRAPHY,2005
2000,0001875,"Kaplan, JO; Bigelow, NH; Prentice, IC; Harrison, SP; Bartlein, PJ; Christensen, TR; Cramer, W; Matveyeva, NV; McGuire, AD; Murray, DF; Razzhivin, VY; Smith, B; Walker, DA; Anderson, PM; Andreev, AA; Brubaker, LB; Edwards, ME; Lozhkin, AV","Climate change and Arctic ecosystems: 2. Modeling, paleodata-model comparisons, and future projections",JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES,2003
2000,0001875,"Bigelow, NH; Brubaker, LB; Edwards, ME; Harrison, SP; Prentice, IC; Anderson, PM; Andreev, AA; Bartlein, PJ; Christensen, TR; Cramer, W; Kaplan, JO; Lozhkin, AV; Matveyeva, NV; Murray, DF; McGuire, AD; Razzhivin, VY; Ritchie, JC; Smith, B; Walker, DA; Gaj","Climate change and Arctic ecosystems: 1. Vegetation changes north of 55 degrees N between the last glacial maximum, mid-Holocene, and present",JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES,2003
2000,0001880,"G. T. Heydt, S. Bhatt,","'Present and future trends and needs in electric power quality sensors and instrumentation,'",Journal of Electric Machines and Power Systems,1999
2000,0001880,"G. T. Heydt, G. Karady, A. B. Cummings, J. Tang","'Improved Application of Power Acceptability Curves and Their Application to Certain Three Phase Loads,'","Journal of Electric Machines and Power Systems

",1999
2000,0001880,"E. O'Neill-Carrillo, G. T. Heydt, E. J. Kostelich,","'Chaotic phenomena in power systems:  detection and applications,'",Journal of Electric Machines and Power Systems,1999
2000,0001880,"J. Rico, G. T. Heydt","'Parameter estimation using an orthogonal series expansion,'","Journal of Electric Machines and Power Systems, in press",2000
2000,0001880,"E. O'Neill-Carrillo, G. T. Heydt, E. J. Kostelich","'Chaotic phenomena in power systems:  detection and applications,'","Journal of Electric Machines and Power Systems, v. 27, No. 1, January, 1999, pp. 79 û 91.

",1999
2000,0001880,"S. Kang, B. Patil, A. Zarate, R. P. Roy,","'Isothermal and Heated Turbulent Upflow in a Vertical Annular Channel - Part I, Experimental Measurements,'",International Journal of Heat and Mass Transfer,2001
2000,0001880,"R. P. Roy, M. Ratisher, V. K. Gokhale,","'A Computational Model of a Power Plant Steam Condenser,'","ASME Journal of Energy Resources Technology, 123, pp. 81-91, 2001.

",2001
2000,0001880,"R. P. Roy, G. Xu, J. Feng,","'A Study of Convective Heat Transfer in a Rotor-Stator Disk Cavity,'","ASME Journal of Turbomachinery, 123, pp. 1 - 12, 2001.

",2001
2000,0001880,"R. Ayyanar, N. Mohan","ôNovel soft-switching dc-dc converter with full ZVS-range and reduced filter requirement - Part 1: Regulated output applications,ö",IEEE Trans. Power Electronics,2001
2000,0001880,"R. Ayyanar, N. Mohan","ôNovel soft-switching dc-dc converter with full ZVS-range and reduced filter requirement - Part 2: Constant-input, variable-output applications,ö",IEEE Trans. Power Electronics,2001
2000,0001880,"R. Ayyanar, N. Mohan","ôA novel full-bridge dc-dc converter for battery charging using secondary-side control combines soft-switching over the full load range and low magnetics requirement,ö 
","IEEE Trans. Industry Applications
",2001
2000,0001880,"D. J. Tylavsky, Q. He, J. Si, G. A. McCulla, and J. R. Hunt,","ôTransformer Top-Oil Temperature Modeling and Simulation,ö","IEEE Trans. on Industry Applications

",2000
2000,0001880,"Q. He, J. Si, and	D. J. Tylavsky,","""Prediction of Top Oil Temperature for Transformers Using Neural Networks,""",IEEE Trans. on Power Delivery,2000
2000,0001880,"J. Montesinos, R. S. Gorur, B. Mobasher and D. Kingsbury,",ôBrittle Fracture in Nonceramic Insulators: Electrical Aspects of Discharges in Voids inside the FRP Rodö,IEEE Transactions on Dielectrics and Electrical Insulation,2001
2000,0001880,"J. Montesinos, R. S. Gorur, B. Mobasher and D. Kingsbury,","ôMechanisms of Brittle Fracture in Nonceramic Insulatorsö,","IEEE Transactions on Dielectrics and Electrical Insulation

",2001
2000,0001880,"J. Montesinos, R. S. Gorur, L. Zimmer and N. F. Hubele,","ôStatistical Models for Failure Modes of Polymeric Materials for HV Outdoor Insulationö,","IEEE Trans. Power Delivery, IEEE Transactions on Dielectrics and Electrical Insulation",2000
